Feature ID	Taxon	Consensus
ESV_171434.1473	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Bacillales;  f__Bacillaceae;  g__Bacillus; s__	0.9
ESV_171435.1473	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Bacillales;  f__Bacillaceae;  g__Bacillus; s__	1.0
ESV_171468.1555	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Staphylococcales;  f__Staphylococcaceae;  g__Staphylococcus; s__	1.0
ESV_171504.1455	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__Oxalobacteraceae;  g__Collimonas; s__	0.6
ESV_171518.1437	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae;  g__UCG-005; s__	1.0
ESV_171559.1444	k__Bacteria;  p__Bacteroidota;  c__Kapabacteria;  o__Kapabacteriales; f__; g__; s__	1.0
ESV_171568.1385	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhodobacterales;  f__Rhodobacteraceae	1.0
ESV_171576.1470	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Dysgonomonadaceae;  g__Proteiniphilum; s__	1.0
ESV_171599.1460	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__Oxalobacteraceae;  g__Herminiimonas; s__	0.7
ESV_171615.1436	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__SAR11_clade;  f__Clade_I;  g__Clade_Ia; s__	1.0
ESV_171625.1466	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Prevotellaceae;  g__Prevotella; s__	1.0
ESV_171649.1554	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Bacillales;  f__Bacillaceae;  g__Bacillus; s__	1.0
ESV_171652.1436	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Flavobacteriales;  f__Flavobacteriaceae;  g__Flavobacterium; s__	0.6
ESV_171725.1344	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Sphingomonadales;  f__Sphingomonadaceae; g__; s__	0.9
ESV_171798.1550	k__Bacteria;  p__Desulfobacterota;  c__Desulfomonilia;  o__Desulfomonilales;  f__Desulfomonilaceae;  g__Desulfomonile; s__	0.9
ESV_171831.1431	k__Bacteria;  p__Patescibacteria;  c__Microgenomatia;  o__Ca_Roizmanbacteria; f__; g__; s__	1.0
ESV_171845.1531	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__Comamonadaceae;  g__Polaromonas	1.0
ESV_171846.1457	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__ML635J-40_aquatic_group; g__; s__	1.0
ESV_171854.1563	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Bacillales;  f__Bacillaceae;  g__Bacillus; s__	1.0
ESV_171858.1457	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__Comamonadaceae	1.0
ESV_171886.1425	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhodobacterales;  f__Rhodobacteraceae	1.0
ESV_171985.1517	k__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Frankiales;  f__Geodermatophilaceae;  g__Blastococcus	0.6
ESV_172064.1535	k__Bacteria;  p__Firmicutes;  c__Thermoanaerobacteria;  o__Caldicellulosiruptorales;  f__Caldicellulosiraptoraceae;  g__Caldicellulosiruptor; s__	0.7
ESV_172066.1559	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Bacillales;  f__Bacillaceae;  g__Bacillus; s__	1.0
ESV_172070.1507	k__Bacteria;  p__Planctomycetota;  c__Planctomycetes;  o__Pirellulales;  f__Pirellulaceae;  g__Rhodopirellula; s__	0.9
ESV_172084.1440	k__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Frankiales;  f__Sporichthyaceae;  g__hgcI_clade; s__	1.0
ESV_172085.1449	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Flavobacteriales;  f__NS9_marine_group; g__; s__	1.0
ESV_172086.1531	k__Bacteria;  p__Spirochaetota;  c__Spirochaetia;  o__Spirochaetales;  f__Spirochaetaceae;  g__Treponema; s__	0.8
ESV_172115.1521	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Bacteroidaceae;  g__Bacteroides; s__	0.6
ESV_172122.1402	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Flavobacteriales;  f__Flavobacteriaceae	1.0
ESV_172146.1525	k__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Propionibacteriales;  f__Nocardioidaceae;  g__Nocardioides; s__	0.9
ESV_172147.1529	k__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Pseudonocardiales;  f__Pseudonocardiaceae;  g__Pseudonocardia; s__	1.0
ESV_172164.1461	k__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Verrucomicrobiales;  f__Akkermansiaceae;  g__Akkermansia;  s__Akkermansia_muciniphila	0.8
ESV_172187.1492	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__Comamonadaceae	1.0
ESV_172229.1474	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__Ruminococcus; s__	1.0
ESV_172264.1516	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Pseudomonadales;  f__Moraxellaceae;  g__Psychrobacter; s__	0.9
ESV_172271.1552	k__Bacteria;  p__Desulfobacterota;  c__Syntrophorhabdia;  o__Syntrophorhabdales;  f__Syntrophorhabdaceae;  g__Syntrophorhabdus; s__	1.0
ESV_172286.1541	k__Bacteria;  p__Actinobacteriota;  c__Thermoleophilia;  o__Solirubrobacterales;  f__Solirubrobacteraceae;  g__Solirubrobacter; s__	1.0
ESV_172291.1481	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Flavobacteriales;  f__Flavobacteriaceae;  g__Aquibacter; s__	0.9
ESV_172297.1503	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Oceanospirillales;  f__Alcanivoracaceae1;  g__Alcanivorax; s__	0.6
ESV_172312.1485	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Flavobacteriales;  f__NS9_marine_group; g__; s__	1.0
ESV_172316.1501	k__Bacteria;  p__Patescibacteria;  c__Parcubacteria;  o__GW2011-GWA2-46-7; f__; g__; s__	1.0
ESV_172328.1520	k__Bacteria;  p__Firmicutes;  c__Desulfotomaculia;  o__Desulfotomaculales;  f__Desulfotomaculum	1.0
ESV_172346.1492	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ethanoligenenaceae;  g__Ethanoligenens	0.6
ESV_172364.1450	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Clostridia_UCG-014; f__; g__; s__	1.0
ESV_172373.1454	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae	1.0
ESV_172383.1419	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Eubacterium_eligens_group;  s__Eubacterium_eligens	0.6
ESV_172384.1498	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Cellvibrionales;  f__Halieaceae;  g__OM60NOR5_clade; s__	1.0
ESV_172395.1539	k__Bacteria;  p__Actinobacteriota;  c__Thermoleophilia;  o__Solirubrobacterales;  f__67-14; g__; s__	0.6
ESV_172410.3032	Unassigned	1.0
ESV_172459.1505	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__Sutterellaceae;  g__Parasutterella; s__	0.7
ESV_172468.1490	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Eubacterium_hallii_group	1.0
ESV_172471.1544	k__Bacteria;  p__Firmicutes;  c__Desulfotomaculia;  o__Desulfotomaculales;  f__SCADC1-2-3; g__; s__	0.7
ESV_172490.1456	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__Nitrosomonadaceae;  g__Ellin6067; s__	1.0
ESV_172491.1459	k__Bacteria;  p__Proteobacteria;  c__Magnetococcia;  o__Magnetococcales;  f__Magnetococcaceae;  g__Magnetococcus; s__	1.0
ESV_172499.1453	k__Bacteria;  p__Verrucomicrobiota;  c__Verrucomicrobiae;  o__Verrucomicrobiales;  f__Rubritaleaceae;  g__Rubritalea; s__	0.8
ESV_172507.1441	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rickettsiales;  f__Mitochondria	1.0
ESV_172508.1406	k__Bacteria;  p__Myxococcota;  c__Polyangia;  o__Polyangiales;  f__BIrii41; g__; s__	1.0
ESV_172544.1502	k__Bacteria;  p__Firmicutes;  c__Limnochordia;  o__MBA03; f__; g__; s__	0.7
ESV_172546.1494	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Dysgonomonadaceae	1.0
ESV_172556.1461	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__SC-I-84; g__; s__	1.0
ESV_172574.1552	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Lactobacillales;  f__Lactobacillaceae;  g__Lactobacillus;  s__Lactobacillus_delbrueckii	1.0
ESV_172582.1478	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Mycoplasmatales;  f__Mycoplasmataceae;  g__Ca_Bacilloplasma; s__	0.6
ESV_172604.1382	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelatoclostridiaceae;  g__UCG-004; s__	1.0
ESV_172623.1506	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria	1.0
ESV_172641.1462	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Oceanospirillales;  f__Endozoicomonadaceae;  g__Endozoicomonas; s__	0.8
ESV_172655.1467	k__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Propionibacteriales;  f__Nocardioidaceae;  g__Nocardioides; s__	0.7
ESV_172658.1506	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Flavobacteriales;  f__Flavobacteriaceae;  g__Sediminicola	0.6
ESV_172663.1470	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria; o__; f__; g__; s__	1.0
ESV_172664.1552	k__Bacteria;  p__Acidobacteriota;  c__Blastocatellia;  o__Pyrinomonadales;  f__Pyrinomonadaceae;  g__RB41; s__	1.0
ESV_172668.1528	k__Bacteria;  p__Deferribacterota;  c__Deferribacteres;  o__Deferribacterales;  f__Deferribacteraceae	1.0
ESV_172719.1503	k__Bacteria;  p__Firmicutes;  c__Limnochordia;  o__MBA03; f__; g__; s__	0.9
ESV_172720.1540	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Bacillales;  f__Bacillaceae;  g__Bacillus; s__	1.0
ESV_172755.1503	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Immundisolibacterales;  f__Immundisolibacteraceae; g__; s__	0.6
ESV_172850.1496	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Muribaculaceae; g__; s__	1.0
ESV_172888.1499	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria	1.0
ESV_172934.1457	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae;  g__NK4A214_group; s__	1.0
ESV_172953.1467	k__Bacteria;  p__Verrucomicrobiota;  c__Omnitrophia;  o__Omnitrophales;  f__Omnitrophaceae;  g__Ca_Omnitrophus; s__	1.0
ESV_172975.1533	k__Bacteria;  p__Firmicutes;  c__Thermoanaerobacteria;  o__Caldicellulosiruptorales;  f__Caldicellulosiraptoraceae;  g__Caldicellulosiruptor	1.0
ESV_172982.1454	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__Comamonadaceae;  g__Ramlibacter; s__	0.8
ESV_173011.1480	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Lactobacillales;  f__Streptococcaceae;  g__Streptococcus;  s__Streptococcus_sanguinis	1.0
ESV_173012.1527	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Pseudomonadales;  f__Pseudomonadaceae;  g__Pseudomonas; s__	0.6
ESV_173016.1436	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__SAR11_clade;  f__Clade_I;  g__Clade_Ia; s__	0.8
ESV_173034.1456	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__TRA3-20; g__; s__	1.0
ESV_173090.1511	k__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Corynebacteriales;  f__Nocardiaceae;  g__Gordonia; s__	1.0
ESV_173093.1492	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__211ds20; f__; g__; s__	1.0
ESV_173120.1412	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnospiraceae_NK4A136_group; s__	0.6
ESV_173132.1495	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Cellvibrionales;  f__Halieaceae;  g__OM60NOR5_clade; s__	1.0
ESV_173227.1461	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Methylococcales;  f__Methylomonadaceae;  g__Marine_Methylotrophic_Group_2; s__	1.0
ESV_173290.1484	k__Bacteria;  p__Desulfobacterota;  c__Desulfobacteria;  o__Desulfatiglandales;  f__Desulfatiglandaceae;  g__Desulfatiglans; s__	1.0
ESV_173297.1535	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__Sutterellaceae; g__; s__	1.0
ESV_173378.1394	k__Bacteria;  p__Patescibacteria;  c__Saccharimonadia;  o__Saccharimonadales; f__; g__; s__	1.0
ESV_173396.1561	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Enterobacterales;  f__Enterobacteriaceae;  g__Escherichia-Shigella; s__	1.0
ESV_173400.1500	k__Bacteria;  p__Campilobacterota;  c__Campylobacteria;  o__Campylobacterales;  f__Sulfurimonadaceae;  g__Sulfuricurvum;  s__Sulfuricurvum_kujiense	0.6
ESV_173427.1529	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Enterobacterales;  f__Enterobacteriaceae	1.0
ESV_173443.1524	k__Bacteria;  p__NB1-j; c__; o__; f__; g__; s__	1.0
ESV_173460.1523	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Christensenellales;  f__Christensenellaceae;  g__Christensenellaceae_R-7_group; s__	1.0
ESV_173462.1550	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Lactobacillales;  f__Carnobacteriaceae;  g__Carnobacterium; s__	0.9
ESV_173470.1531	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__Nitrosomonadaceae;  g__MND1; s__	1.0
ESV_173471.1512	k__Bacteria;  p__Planctomycetota;  c__Planctomycetes;  o__Pirellulales;  f__Pirellulaceae; g__; s__	1.0
ESV_173489.1492	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae	1.0
ESV_173519.1422	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Flavobacteriales;  f__Flavobacteriaceae;  g__NS3a_marine_group; s__	1.0
ESV_173522.1386	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhodobacterales;  f__Rhodobacteraceae	1.0
ESV_173543.1541	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Vibrionales;  f__Vibrionaceae;  g__Vibrio; s__	1.0
ESV_173547.1455	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__Gallionellaceae;  g__Ca_Nitrotoga; s__	1.0
ESV_173555.1474	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria	1.0
ESV_173574.1409	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Cytophagales;  f__Amoebophilaceae;  g__Ca_Amoebophilus; s__	0.7
ESV_173589.1526	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Pseudomonadales;  f__Moraxellaceae;  g__Acinetobacter	1.0
ESV_173646.1486	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Roseburia; s__	1.0
ESV_173705.1472	k__Bacteria;  p__Planctomycetota;  c__Planctomycetes;  o__Pirellulales;  f__Pirellulaceae; g__; s__	1.0
ESV_173728.1396	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__Gallionellaceae;  g__Sideroxydans; s__	1.0
ESV_173731.1559	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Paenibacillales;  f__Paenibacillaceae;  g__Paenibacillus; s__	1.0
ESV_173747.1527	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__Comamonadaceae;  g__Hydrogenophaga; s__	0.7
ESV_173750.1459	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__Nitrosomonadaceae;  g__MND1; s__	1.0
ESV_173767.1443	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Acetobacterales;  f__Acetobacteraceae; g__; s__	0.8
ESV_173769.1486	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__Oxalobacteraceae;  g__Massilia; s__	0.8
ESV_173774.1482	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Peptostreptococcales-Tissierellales;  f__Anaerococcus; g__; s__	1.0
ESV_173785.1517	k__Bacteria;  p__Desulfobacterota;  c__Desulfobacteria;  o__Desulfobacterales;  f__Desulfosarcinaceae;  g__SEEP-SRB1; s__	1.0
ESV_173818.1469	k__Bacteria;  p__Deinococcota;  c__Deinococci;  o__Deinococcales;  f__Deinococcaceae; g__; s__	1.0
ESV_173825.1497	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Alteromonadales;  f__Alteromonadaceae;  g__Alteromonas; s__	1.0
ESV_173830.1492	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Chitinophagales;  f__Saprospiraceae;  g__Aureispira; s__	0.7
ESV_173845.1428	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Marvinbryantia; s__	1.0
ESV_173855.1526	k__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Pseudonocardiales;  f__Pseudonocardiaceae;  g__Lechevalieria; s__	0.6
ESV_173882.1442	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhizobiales;  f__Rhodomicrobiaceae;  g__Rhodomicrobium; s__	0.9
ESV_173910.1507	k__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Corynebacteriales;  f__Nocardiaceae;  g__Rhodococcus; s__	1.0
ESV_173920.1517	k__Bacteria;  p__Desulfobacterota;  c__Desulfuromonadia	0.7
ESV_173922.1405	k__Bacteria;  p__Patescibacteria;  c__Parcubacteria	1.0
ESV_173963.1509	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Alteromonadales;  f__Idiomarinaceae;  g__Idiomarina; s__	0.6
ESV_173972.1534	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Enterobacterales;  f__Erwiniaceae;  g__Erwinia; s__	1.0
ESV_173979.1492	k__Bacteria;  p__Elusimicrobiota;  c__Elusimicrobia;  o__MVP-88; f__; g__; s__	0.8
ESV_173992.1522	k__Bacteria;  p__Marinimicrobia_SAR406_clade; c__; o__; f__; g__; s__	1.0
ESV_174011.1530	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Enterobacterales	1.0
ESV_174028.1490	k__Bacteria;  p__Actinobacteriota;  c__Acidimicrobiia;  o__Actinomarinales; f__; g__; s__	1.0
ESV_174085.1541	k__Bacteria;  p__Actinobacteriota;  c__Thermoleophilia;  o__Solirubrobacterales;  f__67-14; g__; s__	1.0
ESV_174095.1503	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Cellvibrionales	0.6
ESV_174105.1555	k__Bacteria;  p__Elusimicrobiota;  c__4-29; o__; f__; g__; s__	1.0
ESV_174139.1447	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__UCG-010; g__; s__	1.0
ESV_174152.1424	k__Bacteria;  p__Acidobacteriota;  c__Acidobacteriae;  o__Acidobacteriales;  f__Acidobacteriaceae_Subgroup_1;  g__Occallatibacter; s__	0.9
ESV_174157.1454	k__Bacteria;  p__Aquificota;  c__Desulfurobacteriia;  o__Desulfurobacteriales;  f__Desulfurobacteriaceae;  g__Desulfurobacterium; s__	0.6
ESV_174164.1541	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Alteromonadales;  f__Shewanellaceae;  g__Ferrimonas	1.0
ESV_174191.1496	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Dysgonomonadaceae;  g__Dysgonomonas; s__	0.8
ESV_174219.1516	k__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Propionibacteriales;  f__Propionibacteriaceae;  g__Jiangella; s__	0.7
ESV_174253.1487	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Peptostreptococcales-Tissierellales;  f__Caminicellaceae;  g__Caminicella; s__	1.0
ESV_174276.1515	k__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Frankiales;  f__Sporichthyaceae; g__; s__	0.6
ESV_174293.1519	k__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Frankiales;  f__Geodermatophilaceae;  g__Geodermatophilus	0.7
ESV_174307.1510	k__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Propionibacteriales;  f__Nocardioidaceae;  g__Nocardioides; s__	0.6
ESV_174321.1516	k__Bacteria;  p__Actinobacteriota;  c__Thermoleophilia;  o__Gaiellales; f__; g__; s__	1.0
ESV_174344.1518	k__Bacteria;  p__Actinobacteriota;  c__Acidimicrobiia;  o__Microtrichales; f__; g__; s__	1.0
ESV_174349.1516	k__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Pseudonocardiales;  f__Pseudonocardiaceae;  g__Pseudonocardia; s__	1.0
ESV_174362.1551	k__Bacteria;  p__Acidobacteriota;  c__Thermoanaerobaculia;  o__Thermoanaerobaculales;  f__Thermoanaerobaculaceae;  g__Subgroup_23; s__	1.0
ESV_174382.1468	k__Bacteria;  p__Acidobacteriota;  c__Acidobacteriae;  o__Bryobacterales;  f__Bryobacteraceae;  g__Bryobacter; s__	1.0
ESV_174425.1530	k__Bacteria;  p__Cyanobacteria;  c__Cyanobacteriia;  o__Synechococcales;  f__Cyanobiaceae;  g__Cyanobium_PCC-6307; s__	1.0
ESV_174439.1438	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__SAR11_clade;  f__Clade_II; g__; s__	1.0
ESV_174440.1397	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Pasteurellales;  f__Pasteurellaceae;  g__Haemophilus; s__	1.0
ESV_174468.1498	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__SAR86_clade; f__; g__; s__	1.0
ESV_174481.1398	k__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Prevotellaceae;  g__Prevotella;  s__Prevotella_oulorum	0.7
ESV_174507.1473	k__Bacteria;  p__Bdellovibrionota;  c__Bdellovibrionia;  o__Bdellovibrionales;  f__Bdellovibrionaceae;  g__Bdellovibrio; s__	0.9
ESV_174524.1452	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Sphingomonadales;  f__Sphingomonadaceae;  g__Polymorphobacter; s__	0.8
ESV_174544.1563	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Paenibacillales;  f__Paenibacillaceae;  g__Paenibacillus; s__	0.6
ESV_174554.1386	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhodobacterales;  f__Rhodobacteraceae	1.0
ESV_174587.1454	k__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Actinomycetales;  f__Actinomycetaceae;  g__Actinomyces; s__	0.8
ESV_174592.1494	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Peptostreptococcales-Tissierellales; f__; g__; s__	0.8
ESV_174652.1559	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Paenibacillales;  f__Paenibacillaceae;  g__Paenibacillus; s__	1.0
ESV_174681.1408	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Lactobacillales;  f__Streptococcaceae;  g__Streptococcus; s__	0.9
ESV_174683.1511	k__Bacteria;  p__Firmicutes;  c__Negativicutes;  o__Acidaminococcales;  f__Acidaminococcaceae;  g__Succiniclasticum; s__	1.0
ESV_174695.1370	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Thiomicrospirales;  f__Thiomicrospiraceae;  g__endosymbionts; s__	1.0
ESV_174723.1408	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Lactobacillales;  f__Streptococcaceae;  g__Streptococcus; s__	1.0
ESV_174741.1405	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Lactobacillales;  f__Streptococcaceae;  g__Streptococcus; s__	1.0
ESV_174794.1479	k__Bacteria;  p__Actinobacteriota;  c__Coriobacteriia;  o__Coriobacteriales;  f__Atopobiaceae;  g__Olsenella; s__	0.7
ESV_174808.1516	k__Bacteria;  p__Acidobacteriota;  c__Vicinamibacteria;  o__Subgroup_17; f__; g__; s__	1.0
ESV_174827.1375	k__Bacteria;  p__Chloroflexi;  c__Anaerolineae;  o__Ardenticatenales;  f__Ardenticatenaceae; g__; s__	1.0
ESV_174846.1446	k__Bacteria;  p__Cyanobacteria;  c__Cyanobacteriia;  o__Synechococcales;  f__Cyanobiaceae;  g__Synechococcus_CC9902;  s__Synechococcus_sp.	0.7
ESV_174876.1467	k__Bacteria;  p__Cyanobacteria;  c__Cyanobacteriia;  o__Chloroplast;  f__Arachis_hypogaea_peanut; g__; s__	1.0
ESV_174899.1505	k__Bacteria;  p__Desulfobacterota;  c__Desulfovibrionia;  o__Desulfovibrionales;  f__Desulfovibrionaceae;  g__Halodesulfovibrio; s__	0.7
ESV_174904.1477	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__CAG-352; s__	1.0
ESV_174915.1495	k__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnospiraceae_UCG-002; s__	0.9
ESV_174917.1549	k__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Bacillales;  f__Bacillaceae;  g__Bacillus; s__	1.0
ESV_174947.1519	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__Burkholderiaceae;  g__Burkholderia-Caballeronia-Paraburkholderia; s__	1.0
ESV_175006.1477	k__Bacteria;  p__Campilobacterota;  c__Campylobacteria;  o__Campylobacterales;  f__Arcobacteraceae;  g__Arcobacter; s__	0.6
