"FLASV","idty","Kingdom","Phylum","Class","Order","Family","Genus"
"FLASV1387.1344",99,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV1388.1341",99.3,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium"
"FLASV1389.1365",99.7,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",""
"FLASV1390.1380",99.4,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"FLASV1391.1362",99.9,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","MM2"
"FLASV1392.1359",99.3,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"FLASV1393.1314",99.1,"Bacteria","Cyanobacteria","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae","Phormidium_CYN64"
"FLASV1394.1357",99.9,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"FLASV1395.1305",99.5,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","A0839",""
"FLASV1396.1345",99.6,"Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola"
"FLASV1397.1319",99.5,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Phormidiaceae","Tychonema_CCAP_1459-11B"
"FLASV1398.1359",98.9,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Dechloromonas"
"FLASV1399.1302",100,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Neorhizobium"
"FLASV1400.1356",98.2,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067"
"FLASV1401.1380",99.1,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"FLASV1402.1310",99.1,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Nostoc_PCC-73102"
"FLASV1403.1358",99.4,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Polaromonas"
"FLASV1404.1357",98.9,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",""
"FLASV1405.1367",99.8,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"FLASV1406.1309",95.3,"Bacteria","Cyanobacteria","Cyanobacteriia","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena_PCC-7403"
"FLASV1407.1357",98.5,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Pseudoflavitalea"
"FLASV1408.1352",99.8,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",""
"FLASV1409.1359",99.9,"Bacteria","Proteobacteria","Gammaproteobacteria","PLTA13","",""
"FLASV1410.1377",99.3,"Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Geobacter"
"FLASV1411.1306",99.3,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",""
"FLASV1412.1342",98.3,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV1413.1385",93.1,"Bacteria","Acidobacteriota","Subgroup_25","","",""
"FLASV1414.1310",99.7,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium"
"FLASV1415.1345",99.7,"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","",""
"FLASV1416.1357",99.3,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"FLASV1417.1303",99.6,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"FLASV1418.1373",99.7,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","",""
"FLASV1419.1350",98.4,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"FLASV1420.1366",98.5,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas"
"FLASV1421.1356",98.9,"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","",""
"FLASV1422.1304",100,"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","Vischeria_sp._CAUP_Q_202",""
"FLASV1423.1347",97.7,"Bacteria","Acidobacteriota","Subgroup_5","","",""
"FLASV1424.1352",100,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Methylibium"
"FLASV1425.1305",99.4,"Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae",""
"FLASV1426.1359",99,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",""
"FLASV1427.1309",99.7,"Bacteria","Cyanobacteria","Cyanobacteriia","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena_PCC-7429"
"FLASV1428.1367",99.5,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",""
"FLASV1429.1358",99,"Bacteria","Proteobacteria","Gammaproteobacteria","","","Acidibacter"
"FLASV1430.1306",100,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"FLASV1431.1377",99.6,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus"
"FLASV1432.1366",99,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Ahniella"
"FLASV1433.1319",99.7,"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"FLASV1434.1337",98.2,"Bacteria","Acidobacteriota","Acidobacteriae","PAUC26f","",""
"FLASV1435.1344",99.3,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV1436.1358",99.4,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"FLASV1437.1380",100,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Ca_Udaeobacter"
"FLASV1438.1373",99.8,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","",""
"FLASV1439.1352",99.8,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"FLASV1440.1309",99.5,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","",""
"FLASV1441.1321",94.2,"Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","",""
"FLASV1442.1378",99.3,"Bacteria","NB1-j","","","",""
"FLASV1443.1307",99.3,"Bacteria","Cyanobacteria","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae","Phormidium_SAG_37.90"
"FLASV1444.1355",99.8,"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","",""
"FLASV1445.1354",98.9,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidetes_VC2.1_Bac22","",""
"FLASV1446.1389",99.6,"Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Latescibacteraceae",""
"FLASV1447.1364",99.2,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas"
"FLASV1448.1322",99.5,"Bacteria","Chloroflexi","KD4-96","","",""
"FLASV1449.1358",99,"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","",""
"FLASV1450.1376",96.8,"Bacteria","Myxococcota","Polyangia","mle1-27","",""
"FLASV1451.1358",99.9,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"FLASV1452.1361",97.4,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",""
"FLASV1453.1312",95,"Bacteria","Cyanobacteria","Cyanobacteriia","RD017","",""
"FLASV1454.1310",99.7,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae",""
"FLASV1455.1352",99.6,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"FLASV1456.1368",99.6,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20",""
"FLASV1457.1346",98.7,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV1458.1352",99.9,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"FLASV1459.1310",99.5,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium"
"FLASV1460.1366",99.7,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas"
"FLASV1461.1345",99.6,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium"
"FLASV1462.1344",100,"Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"FLASV1463.1359",97.9,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067"
"FLASV1464.1380",99.6,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"FLASV1465.1364",99.4,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas"
"FLASV1466.1338",96.4,"Bacteria","Chloroflexi","Anaerolineae","","",""
"FLASV1467.1308",99.8,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodoplanes"
"FLASV1468.1354",98.4,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767",""
"FLASV1469.1308",99.8,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Kaistiaceae","Kaistia"
"FLASV1470.1356",99,"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","",""
"FLASV1471.1309",99.5,"Bacteria","Proteobacteria","Alphaproteobacteria","","",""
"FLASV1472.1359",99.5,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"FLASV1473.1359",99.6,"Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",""
"FLASV1474.1380",99.3,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"FLASV1475.1366",98.8,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas"
"FLASV1476.1373",99.6,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","",""
"FLASV1477.1318",99.5,"Bacteria","Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia"
"FLASV1478.1319",99.7,"Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","Ca_Captivus"
"FLASV1479.1373",99.4,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","",""
"FLASV1480.1357",98.4,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"FLASV1481.1309",99.4,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",""
"FLASV1482.1314",99.3,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodoplanes"
"FLASV1483.1310",99.7,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium"
"FLASV1484.1361",99.3,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"FLASV1485.1341",99.5,"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Ilumatobacter"
"FLASV1486.1351",99.4,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",""
"FLASV1487.1366",99.6,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter"
"FLASV1488.1373",99.8,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","",""
"FLASV1489.1357",97.1,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",""
"FLASV1490.1352",99.6,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"FLASV1491.1312",99.8,"Bacteria","Chloroflexi","Dehalococcoidia","S085","",""
"FLASV1492.1366",99.1,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter"
"FLASV1493.1318",99.4,"Bacteria","Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia"
"FLASV1494.1380",99.6,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"FLASV1495.1354",99.6,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum"
"FLASV1496.1323",99.8,"Bacteria","Chloroflexi","Gitt-GS-136","","",""
"FLASV1497.1353",99.7,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",""
"FLASV1498.1362",96.9,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","",""
"FLASV1499.1359",99.8,"Bacteria","Proteobacteria","Gammaproteobacteria","PLTA13","",""
"FLASV1500.1305",99.7,"Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae",""
"FLASV1501.1353",96.6,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767",""
"FLASV1502.1357",96.5,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Parafilimonas"
"FLASV1503.1322",99,"Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Ca_Solibacter"
"FLASV1504.1361",99.3,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",""
"FLASV1505.1319",99.7,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Phormidiaceae","Tychonema_CCAP_1459-11B"
"FLASV1506.1373",99.9,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","",""
"FLASV1507.1352",99.6,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"FLASV1508.1381",99.3,"Bacteria","Myxococcota","bacteriap25","","",""
"FLASV1509.1305",99.1,"Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae",""
"FLASV1510.1353",89.4,"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","Chloromonas_perforata",""
"FLASV1511.1321",99.5,"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae_Subgroup_1","Occallatibacter"
"FLASV1512.1345",98.7,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium"
"FLASV1513.1312",94.8,"Bacteria","Cyanobacteria","Cyanobacteriia","RD017","",""
"FLASV1514.1319",97.8,"Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","Ca_Paracaedibacter"
"FLASV1515.1351",99.2,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",""
"FLASV1516.1352",99.5,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"FLASV1517.1386",96.7,"Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26",""
"FLASV1518.1312",97,"Bacteria","Cyanobacteria","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae","Phormidium_SAG_37.90"
"FLASV1519.1361",99.7,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"FLASV1520.1322",99.3,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",""
"FLASV1521.1357",99.3,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"FLASV1522.1362",96.6,"Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella"
"FLASV1523.1339",99.9,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter"
"FLASV1524.1364",99,"Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae",""
"FLASV1525.1357",99.6,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Puia"
"FLASV1526.1375",99.6,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","",""
"FLASV1527.1310",99.6,"Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella"
"FLASV1528.1345",99.5,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",""
"FLASV1529.1308",99.8,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Kaistiaceae","Kaistia"
"FLASV1530.1321",99.4,"Bacteria","Chloroflexi","KD4-96","","",""
"FLASV1531.1309",99.4,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Cylindrospermum_PCC-7417"
"FLASV1532.1368",99.9,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"FLASV1533.1301",88.9,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",""
"FLASV1534.1346",99.8,"Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","",""
"FLASV1535.1310",99.5,"Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella"
"FLASV1536.1331",99.2,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",""
"FLASV1537.1359",99.7,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Puia"
"FLASV1538.1357",99.6,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga"
"FLASV1539.1358",100,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"FLASV1540.1305",99.9,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium"
"FLASV1541.1382",96.9,"Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26",""
"FLASV1542.1362",97,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","",""
"FLASV1543.1381",97.7,"Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"FLASV1544.1350",99.5,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Polaromonas"
"FLASV1545.1353",99.3,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",""
"FLASV1546.1353",99.3,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",""
"FLASV1547.1310",99.5,"Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella"
"FLASV1548.1344",98.3,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV1549.1282",99.8,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"FLASV1550.1307",91.4,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","",""
"FLASV1551.1357",99.9,"Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",""
"FLASV1552.1374",99.3,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","",""
"FLASV1553.1352",99.1,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"FLASV1554.1306",99.7,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer"
"FLASV1555.1383",97.2,"Bacteria","Latescibacterota","","","",""
"FLASV1556.1350",98.5,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","A21b",""
"FLASV1557.1352",100,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhizobacter"
"FLASV1558.1339",99.4,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae",""
"FLASV1559.1377",99.3,"Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Geobacter"
"FLASV1560.1358",99.6,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"FLASV1561.1361",99.3,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"FLASV1562.1334",92,"Bacteria","Bacteroidota","Kapabacteria","Kapabacteriales","",""
"FLASV1563.1378",96.2,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Ca_Udaeobacter"
"FLASV1564.1352",99.1,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Duganella"
"FLASV1565.1352",99.2,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",""
"FLASV1566.1309",99.6,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",""
"FLASV1567.1363",99.7,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas"
"FLASV1568.1361",100,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea"
"FLASV1569.1359",99.5,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",""
"FLASV1570.1344",98.1,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV1571.1355",99.9,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Cellvibrio"
"FLASV1572.1380",99.4,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"FLASV1573.1382",99.4,"Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","",""
"FLASV1574.1346",99.4,"Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","",""
"FLASV1575.1362",99.4,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","MM2"
"FLASV1576.1356",98.4,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Aurantisolimonas"
"FLASV1577.1342",98.1,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV1578.1361",99.9,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella"
"FLASV1579.1350",99.2,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Solitalea"
"FLASV1580.1357",99.7,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosospira"
"FLASV1581.1309",99.8,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",""
"FLASV1582.1306",99.2,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Pseudaminobacter"
"FLASV1583.1377",98.9,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","IMCC26134"
"FLASV1584.1320",97.6,"Bacteria","Acidobacteriota","Acidobacteriae","Elev-16S-1166","",""
"FLASV1585.1352",99.8,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium"
"FLASV1586.1357",98.7,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",""
"FLASV1587.1319",99.7,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Phormidiaceae","Tychonema_CCAP_1459-11B"
"FLASV1588.1371",87.6,"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae",""
"FLASV1589.1339",99,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",""
"FLASV1590.1352",99.3,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","A21b",""
"FLASV1591.1353",99.6,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767",""
"FLASV1592.1377",99.1,"Bacteria","Myxococcota","bacteriap25","","",""
"FLASV1593.1333",99,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",""
"FLASV1594.1349",99.7,"Bacteria","Acidobacteriota","Acidobacteriae","Subgroup_2","",""
"FLASV1595.1344",97.8,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV1596.1350",99.4,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Polaromonas"
"FLASV1597.1380",99.3,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"FLASV1598.1374",99.1,"Bacteria","Acidobacteriota","Subgroup_22","","",""
"FLASV1599.1339",99.5,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae",""
"FLASV1600.1352",99.9,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhizobacter"
"FLASV1601.1379",99.6,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"FLASV1602.1305",99.9,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ochrobactrum"
"FLASV1603.1352",99.1,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"FLASV1604.1383",96.9,"Bacteria","Latescibacterota","","","",""
"FLASV1605.1339",98.7,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",""
"FLASV1606.1319",99.7,"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","",""
"FLASV1607.1352",99.6,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",""
"FLASV1608.1308",98.7,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Cylindrospermum_PCC-7417"
"FLASV1609.1352",99.5,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"FLASV1610.1380",99.8,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"FLASV1611.1303",99.6,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"FLASV1612.1362",97.1,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Ahniella"
