"FLASV","idty","Kingdom","Phylum","Class","Order","Family","Genus"
"FLASV217.1350",99.9,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria"
"FLASV218.1304",98.8,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"FLASV219.1344",99.6,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV220.1337",100,"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","",""
"FLASV221.1287",99.4,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Pythium_ultimum"
"FLASV222.1352",100,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhizobacter"
"FLASV223.1380",99.3,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"FLASV224.1377",96.9,"Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae",""
"FLASV225.1366",96.8,"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"FLASV226.1357",99.3,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga"
"FLASV227.1359",99.3,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylotenera"
"FLASV228.1361",99.6,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"FLASV229.1359",98.8,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobium"
"FLASV230.1339",99.9,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae",""
"FLASV231.1287",99.3,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Pythium_ultimum"
"FLASV232.1360",97,"Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae",""
"FLASV233.952",100,"Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Ca_Nitrocosmicus"
"FLASV234.1307",99.5,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",""
"FLASV235.1308",99.6,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Nostoc_PCC-73102"
"FLASV236.1352",99.8,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"FLASV237.1306",99.4,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Phyllobacterium"
"FLASV238.1360",98.7,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Arachidicoccus"
"FLASV239.1380",99.6,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"FLASV240.1358",99.9,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"FLASV241.1357",99.8,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga"
"FLASV242.1344",99.3,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV243.1344",99.3,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV244.1352",99,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"FLASV245.1357",98,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",""
"FLASV246.952",99.7,"Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae",""
"FLASV247.1356",98.9,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter"
"FLASV248.1366",98,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Chujaibacter"
"FLASV249.1308",100,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Cylindrospermum_SAG_11.82"
"FLASV250.1338",99.4,"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","",""
"FLASV251.1367",98.8,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",""
"FLASV252.1337",99.6,"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","",""
"FLASV253.1357",99.2,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga"
"FLASV254.1358",100,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"FLASV255.1358",100,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"FLASV256.1309",99.9,"Bacteria","Cyanobacteria","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae","Phormidium_SAG_37.90"
"FLASV257.1304",99.9,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"FLASV258.1380",99.9,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"FLASV259.1308",99.2,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Nodularia_PCC-9350"
"FLASV260.1309",99.5,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","",""
"FLASV261.1344",98.4,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Rurimicrobium"
"FLASV262.1331",98.6,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","UTCFX1"
"FLASV263.1352",99.5,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"FLASV264.1344",99.4,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV265.1302",99.9,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"FLASV266.1357",99.8,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",""
"FLASV267.1359",99.9,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium"
"FLASV268.1308",99.1,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Cylindrospermum_SAG_11.82"
"FLASV269.1303",99.9,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ochrobactrum"
"FLASV270.1380",99.3,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"FLASV271.1352",99.9,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"FLASV272.1312",99.6,"Bacteria","Chloroflexi","Dehalococcoidia","S085","",""
"FLASV273.1358",99.9,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"FLASV274.1331",97.5,"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group",""
"FLASV275.1351",99.9,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",""
"FLASV276.1337",99.5,"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","",""
"FLASV277.1319",99.7,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Phormidiaceae","Tychonema_CCAP_1459-11B"
"FLASV278.1331",99.2,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",""
"FLASV279.1359",99.3,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"FLASV280.1362",98.8,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae",""
"FLASV281.1311",95.4,"Bacteria","Cyanobacteria","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae","RD011"
"FLASV282.1309",99.4,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","",""
"FLASV283.1323",98.5,"Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Ca_Solibacter"
"FLASV284.1307",99.3,"Bacteria","Cyanobacteria","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae","Phormidium_SAG_37.90"
"FLASV285.1312",94.6,"Bacteria","Cyanobacteria","Cyanobacteriia","RD017","",""
"FLASV286.1352",99.9,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium"
"FLASV287.1352",99.9,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"FLASV288.1359",99.8,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Pseudoflavitalea"
"FLASV289.1308",99.6,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Tardiphaga"
"FLASV290.1312",94.7,"Bacteria","Cyanobacteria","Cyanobacteriia","RD017","",""
"FLASV291.1287",99.2,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Pythium_ultimum"
"FLASV292.1349",99.4,"Bacteria","Acidobacteriota","Subgroup_5","","",""
"FLASV293.1352",99.8,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhizobacter"
"FLASV294.1330",97.2,"Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae",""
"FLASV295.1364",99.6,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Advenella"
"FLASV296.1361",99.3,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"FLASV297.1331",99.2,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",""
"FLASV298.1329",99.6,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","UTCFX1"
"FLASV299.1311",99.1,"Bacteria","Cyanobacteria","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae","Phormidium_SAG_37.90"
"FLASV300.1361",99.8,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"FLASV301.1366",99.6,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas"
"FLASV302.1357",100,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20",""
"FLASV303.1358",99.5,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax"
"FLASV304.1353",99.2,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Cellvibrio"
"FLASV305.1367",99.8,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",""
"FLASV306.1309",99.2,"Bacteria","Cyanobacteria","Cyanobacteriia","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena_PCC-7429"
"FLASV307.1339",99.5,"Bacteria","Acidobacteriota","Subgroup_11","","",""
"FLASV308.1357",99.3,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga"
"FLASV309.1362",99.7,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae",""
"FLASV310.1345",99.4,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Pelomonas"
"FLASV311.1331",98.1,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",""
"FLASV312.1361",98.7,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea"
"FLASV313.1346",99.6,"Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","",""
"FLASV314.1356",99.7,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter"
"FLASV315.1310",99.8,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium"
"FLASV316.1280",99.5,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis"
"FLASV317.1355",99.1,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola"
"FLASV318.1306",99.9,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"FLASV319.1309",99.8,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","","Nordella"
"FLASV320.1338",95.3,"Bacteria","Armatimonadota","Chthonomonadetes","Chthonomonadales","",""
"FLASV321.1311",99.2,"Bacteria","Cyanobacteria","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae","Phormidium_SAG_37.90"
"FLASV322.1306",100,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium"
"FLASV323.1306",99.7,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Phyllobacterium"
"FLASV324.1309",100,"Bacteria","Cyanobacteria","Cyanobacteriia","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena_PCC-7429"
"FLASV325.1309",99.5,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","",""
"FLASV326.1361",99.9,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"FLASV327.1353",89.4,"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","Chloromonas_perforata",""
"FLASV328.1352",99.7,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"FLASV329.1355",99.7,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Cellvibrio"
"FLASV330.1352",99.6,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"FLASV331.1315",90.9,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae",""
"FLASV332.1358",99.9,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"FLASV333.1352",99,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"FLASV334.1377",99.5,"Bacteria","Myxococcota","bacteriap25","","",""
"FLASV335.1345",100,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium"
"FLASV336.1339",99.4,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae",""
"FLASV337.1340",98.4,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter"
"FLASV338.1358",100,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"FLASV339.1308",99.4,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Anabaena_PCC-7122"
"FLASV340.1379",98.2,"Bacteria","Acidobacteriota","Subgroup_22","","",""
"FLASV341.1346",98.7,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV342.1380",99.2,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"FLASV343.1357",99,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",""
"FLASV344.1344",98.2,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV345.1350",99.3,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Undibacterium"
"FLASV346.1306",99.7,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium"
"FLASV347.1314",99,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Coleofasciculaceae","Microcoleus_SAG_1449-1a"
"FLASV348.1352",99.8,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"FLASV349.1310",99.9,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae",""
"FLASV350.1363",97.6,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",""
"FLASV351.1312",99.7,"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","Chlorella_vulgaris",""
"FLASV352.1310",99.9,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium"
"FLASV353.1342",98.7,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae",""
"FLASV354.1309",99.6,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","",""
"FLASV355.1358",99,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20",""
"FLASV356.1359",99.6,"Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter"
"FLASV357.1345",99.9,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter"
"FLASV358.1306",99.8,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"FLASV359.952",99.6,"Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae",""
"FLASV360.1358",99.9,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"FLASV361.1331",99.2,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",""
"FLASV362.1305",99.7,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"FLASV363.1343",99.6,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"FLASV364.1331",99.8,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","UTCFX1"
"FLASV365.1356",100,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax"
"FLASV366.1329",98.4,"Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae",""
"FLASV367.1342",99.1,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","JGI_0001001-H03"
"FLASV368.1356",99.6,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Polaromonas"
"FLASV369.1354",99.9,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group",""
"FLASV370.1346",99,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV371.1352",98.7,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhizobacter"
"FLASV372.1306",96.9,"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","Chlamydomonas_asymmetrica",""
"FLASV373.1302",99.3,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium"
"FLASV374.1345",99.9,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ochrobactrum"
"FLASV375.1331",99.9,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","UTCFX1"
"FLASV376.1362",96.4,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","",""
"FLASV377.1352",100,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"FLASV378.1306",99.8,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"FLASV379.1319",99.8,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Phormidiaceae","Tychonema_CCAP_1459-11B"
"FLASV380.1333",99.5,"Bacteria","Acidobacteriota","Acidobacteriae","Subgroup_2","",""
"FLASV381.1303",99.8,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"FLASV382.1359",99.3,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"FLASV383.1376",94.2,"Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae",""
"FLASV384.1340",99,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter"
"FLASV385.1365",99.9,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas"
"FLASV386.1340",98.4,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter"
"FLASV387.1311",99.1,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Phormidiaceae","Kamptonema_PCC-6407"
"FLASV388.1329",98.9,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",""
"FLASV389.1349",98.7,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella"
"FLASV390.1359",99.5,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",""
"FLASV391.1308",99.6,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Anabaena_PCC-7122"
"FLASV392.1361",99.4,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Dinghuibacter"
"FLASV393.952",99.6,"Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae",""
"FLASV394.1339",99.6,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter"
"FLASV395.1287",99.1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Pythium_ultimum"
"FLASV396.1345",100,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter"
"FLASV397.1365",99.6,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",""
"FLASV398.1344",99.1,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV399.1344",99.4,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV400.1351",99.7,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",""
