FLASV,Kingdom,Phylum,Class,Order,Family,Genus,Species,Tax
FLASV8665.1357,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,AsCoM_g_620,AsCoM_s_620,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Cytophagales,f:Microscillaceae,g:AsCoM_g_620,s:AsCoM_s_620,"
FLASV8666.1303,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,AsCoM_s_6990,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Devosiaceae,g:Devosia,s:AsCoM_s_6990,"
FLASV8667.1353,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,AsCoM_g_3906,AsCoM_s_8667,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:env.OPS_17,g:AsCoM_g_3906,s:AsCoM_s_8667,"
FLASV8668.1307,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,AsCoM_g_4990,AsCoM_s_8668,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Beijerinckiaceae,g:AsCoM_g_4990,s:AsCoM_s_8668,"
FLASV8669.1303,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,AsCoM_s_8669,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Devosiaceae,g:Devosia,s:AsCoM_s_8669,"
FLASV8670.1304,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes,AsCoM_s_1232,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Xanthobacteraceae,g:Rhodoplanes,s:AsCoM_s_1232,"
FLASV8671.1353,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,AsCoM_g_3152,AsCoM_s_3152,"d:Bacteria,p:Gemmatimonadota,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:AsCoM_g_3152,s:AsCoM_s_3152,"
FLASV8672.1356,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,AsCoM_s_314,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Ramlibacter,s:AsCoM_s_314,"
FLASV8673.1343,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,AsCoM_s_8673,"d:Bacteria,p:Armatimonadota,c:Chthonomonadetes,o:Chthonomonadales,f:Chthonomonadaceae,g:Chthonomonas,s:AsCoM_s_8673,"
FLASV8674.1301,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,AsCoM_f_542,AsCoM_g_8674,AsCoM_s_8674,"d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:RBG-13-54-9,f:AsCoM_f_542,g:AsCoM_g_8674,s:AsCoM_s_8674,"
FLASV8675.1373,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,AsCoM_f_439,AsCoM_g_439,AsCoM_s_2528,"d:Bacteria,p:Acidobacteriota,c:Vicinamibacteria,o:Vicinamibacterales,f:AsCoM_f_439,g:AsCoM_g_439,s:AsCoM_s_2528,"
FLASV8676.1360,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Arachidicoccus,Arachidicoccus_ginsenosidivorans,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Arachidicoccus,s:Arachidicoccus_ginsenosidivorans,"
FLASV8677.1380,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,AsCoM_s_4469,"d:Bacteria,p:Acidobacteriota,c:Blastocatellia,o:Pyrinomonadales,f:Pyrinomonadaceae,g:RB41,s:AsCoM_s_4469,"
FLASV8678.1334,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,AsCoM_g_3214,AsCoM_s_4338,"d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,g:AsCoM_g_3214,s:AsCoM_s_4338,"
FLASV8679.1360,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,AsCoM_s_8679,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Sediminibacterium,s:AsCoM_s_8679,"
FLASV8680.1352,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,AsCoM_s_15,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Pedobacter,s:AsCoM_s_15,"
FLASV8681.1328,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,AsCoM_g_8681,AsCoM_s_8681,"d:Bacteria,p:Planctomycetota,c:Phycisphaerae,o:Tepidisphaerales,f:WD2101_soil_group,g:AsCoM_g_8681,s:AsCoM_s_8681,"
FLASV8682.1371,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,AsCoM_s_8682,"d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Bacillaceae,g:Bacillus,s:AsCoM_s_8682,"
FLASV8683.1353,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,AsCoM_g_8683,AsCoM_s_8683,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Cytophagales,f:Microscillaceae,g:AsCoM_g_8683,s:AsCoM_s_8683,"
FLASV8684.1362,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,AsCoM_f_225,Ca_Berkiella,AsCoM_s_8684,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:EC3,f:AsCoM_f_225,g:Ca_Berkiella,s:AsCoM_s_8684,"
FLASV8685.1360,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,AsCoM_s_8685,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Diplorickettsiales,f:Diplorickettsiaceae,g:Aquicella,s:AsCoM_s_8685,"
FLASV8686.1324,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Ca_Solibacter,AsCoM_s_2416,"d:Bacteria,p:Acidobacteriota,c:Acidobacteriae,o:Solibacterales,f:Solibacteraceae,g:Ca_Solibacter,s:AsCoM_s_2416,"
FLASV8687.1329,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,AKYG587,AsCoM_s_2224,"d:Bacteria,p:Planctomycetota,c:Phycisphaerae,o:Phycisphaerales,f:Phycisphaeraceae,g:AKYG587,s:AsCoM_s_2224,"
FLASV8688.1375,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,AsCoM_s_3739,"d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Bacillaceae,g:Bacillus,s:AsCoM_s_3739,"
FLASV8689.1377,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,AsCoM_g_1665,AsCoM_s_5506,"d:Bacteria,p:Entotheonellaeota,c:Entotheonellia,o:Entotheonellales,f:Entotheonellaceae,g:AsCoM_g_1665,s:AsCoM_s_5506,"
FLASV8690.1358,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,AsCoM_s_4749,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Edaphobaculum,s:AsCoM_s_4749,"
FLASV8691.1320,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Ca_Solibacter,AsCoM_s_2311,"d:Bacteria,p:Acidobacteriota,c:Acidobacteriae,o:Solibacterales,f:Solibacteraceae,g:Ca_Solibacter,s:AsCoM_s_2311,"
FLASV8692.1318,Bacteria,Chloroflexi,JG30-KF-CM66,AsCoM_o_179,AsCoM_f_834,AsCoM_g_2054,AsCoM_s_8692,"d:Bacteria,p:Chloroflexi,c:JG30-KF-CM66,o:AsCoM_o_179,f:AsCoM_f_834,g:AsCoM_g_2054,s:AsCoM_s_8692,"
FLASV8693.1310,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,AsCoM_g_4305,AsCoM_s_8693,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Micavibrionales,f:Micavibrionaceae,g:AsCoM_g_4305,s:AsCoM_s_8693,"
FLASV8694.1371,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,AsCoM_s_3739,"d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Bacillaceae,g:Bacillus,s:AsCoM_s_3739,"
FLASV8695.1375,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,AsCoM_s_6950,"d:Bacteria,p:Firmicutes,c:Bacilli,o:Paenibacillales,f:Paenibacillaceae,g:Paenibacillus,s:AsCoM_s_6950,"
FLASV8696.1352,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfurifustis,AsCoM_s_8696,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Acidiferrobacterales,f:Acidiferrobacteraceae,g:Sulfurifustis,s:AsCoM_s_8696,"
FLASV8697.1379,Bacteria,Latescibacterota,AsCoM_c_180,AsCoM_o_180,AsCoM_f_180,AsCoM_g_180,AsCoM_s_8697,"d:Bacteria,p:Latescibacterota,c:AsCoM_c_180,o:AsCoM_o_180,f:AsCoM_f_180,g:AsCoM_g_180,s:AsCoM_s_8697,"
FLASV8698.1357,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,AsCoM_f_1846,AsCoM_g_1846,AsCoM_s_4593,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:AsCoM_f_1846,g:AsCoM_g_1846,s:AsCoM_s_4593,"
FLASV8699.1340,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma,Spirosoma_rigui,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Cytophagales,f:Spirosomaceae,g:Spirosoma,s:Spirosoma_rigui,"
FLASV8700.1353,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Sporocytophaga,AsCoM_s_8700,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Cytophagales,f:Cytophagaceae,g:Sporocytophaga,s:AsCoM_s_8700,"
FLASV8701.1308,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,AsCoM_s_545,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingorhabdus,s:AsCoM_s_545,"
FLASV8702.1339,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,Gordonia_humi,"d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Corynebacteriales,f:Nocardiaceae,g:Gordonia,s:Gordonia_humi,"
FLASV8703.1329,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,AsCoM_f_758,AsCoM_g_8703,AsCoM_s_8703,"d:Bacteria,p:Bacteroidota,c:Kapabacteria,o:Kapabacteriales,f:AsCoM_f_758,g:AsCoM_g_8703,s:AsCoM_s_8703,"
FLASV8704.1364,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,AsCoM_g_8704,AsCoM_s_8704,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Porticoccaceae,g:AsCoM_g_8704,s:AsCoM_s_8704,"
FLASV8705.1376,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,AsCoM_g_4577,AsCoM_s_4577,"d:Bacteria,p:Myxococcota,c:Polyangia,o:Polyangiales,f:Sandaracinaceae,g:AsCoM_g_4577,s:AsCoM_s_4577,"
FLASV8706.1344,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,AsCoM_s_1462,"d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Streptomycetales,f:Streptomycetaceae,g:Streptomyces,s:AsCoM_s_1462,"
FLASV8707.1349,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,AsCoM_s_3855,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Cytophagales,f:Hymenobacteraceae,g:Adhaeribacter,s:AsCoM_s_3855,"
FLASV8708.1362,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,AsCoM_f_1846,AsCoM_g_8214,AsCoM_s_8214,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:AsCoM_f_1846,g:AsCoM_g_8214,s:AsCoM_s_8214,"
FLASV8709.1322,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Ca_Solibacter,AsCoM_s_7142,"d:Bacteria,p:Acidobacteriota,c:Acidobacteriae,o:Solibacterales,f:Solibacteraceae,g:Ca_Solibacter,s:AsCoM_s_7142,"
FLASV8710.1359,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,AsCoM_s_6069,"d:Bacteria,p:Sumerlaeota,c:Sumerlaeia,o:Sumerlaeales,f:Sumerlaeaceae,g:Sumerlaea,s:AsCoM_s_6069,"
FLASV8711.1309,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,AsCoM_g_1975,AsCoM_s_1975,"d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Cyanobacteriales,f:Chroococcidiopsaceae,g:AsCoM_g_1975,s:AsCoM_s_1975,"
FLASV8712.1357,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira,Nitrosospira_lacus,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Nitrosomonadaceae,g:Nitrosospira,s:Nitrosospira_lacus,"
FLASV8713.1380,Bacteria,Myxococcota,bacteriap25,AsCoM_o_71,AsCoM_f_71,AsCoM_g_1379,AsCoM_s_5989,"d:Bacteria,p:Myxococcota,c:bacteriap25,o:AsCoM_o_71,f:AsCoM_f_71,g:AsCoM_g_1379,s:AsCoM_s_5989,"
FLASV8714.1371,Bacteria,Patescibacteria,Parcubacteria,Ca_Yanofskybacteria,AsCoM_f_2705,AsCoM_g_8714,AsCoM_s_8714,"d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Ca_Yanofskybacteria,f:AsCoM_f_2705,g:AsCoM_g_8714,s:AsCoM_s_8714,"
FLASV8715.1335,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,AsCoM_s_8715,"d:Bacteria,p:Bdellovibrionota,c:Bdellovibrionia,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio,s:AsCoM_s_8715,"
FLASV8716.1368,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,AsCoM_g_1812,AsCoM_s_8716,"d:Bacteria,p:Myxococcota,c:Polyangia,o:Polyangiales,f:Sandaracinaceae,g:AsCoM_g_1812,s:AsCoM_s_8716,"
FLASV8717.1373,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,AsCoM_f_439,AsCoM_g_439,AsCoM_s_3382,"d:Bacteria,p:Acidobacteriota,c:Vicinamibacteria,o:Vicinamibacterales,f:AsCoM_f_439,g:AsCoM_g_439,s:AsCoM_s_3382,"
FLASV8718.1342,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,AsCoM_s_8718,"d:Bacteria,p:Acidobacteriota,c:Blastocatellia,o:Blastocatellales,f:Blastocatellaceae,g:Blastocatella,s:AsCoM_s_8718,"
FLASV8719.1357,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,AsCoM_g_245,AsCoM_s_1404,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:AsCoM_g_245,s:AsCoM_s_1404,"
FLASV8720.1312,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AsCoM_f_2604,AsCoM_g_8720,AsCoM_s_8720,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:AsCoM_f_2604,g:AsCoM_g_8720,s:AsCoM_s_8720,"
FLASV8721.1361,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,AsCoM_s_487,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacterales,f:Erwiniaceae,g:Pantoea,s:AsCoM_s_487,"
FLASV8722.1363,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,AsCoM_g_7555,AsCoM_s_7555,"d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Gemmatales,f:Gemmataceae,g:AsCoM_g_7555,s:AsCoM_s_7555,"
FLASV8723.1355,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,OM60NOR5_clade,AsCoM_s_4763,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Halieaceae,g:OM60NOR5_clade,s:AsCoM_s_4763,"
FLASV8724.1351,Bacteria,Acidobacteriota,Subgroup_11,AsCoM_o_128,AsCoM_f_292,AsCoM_g_292,AsCoM_s_2006,"d:Bacteria,p:Acidobacteriota,c:Subgroup_11,o:AsCoM_o_128,f:AsCoM_f_292,g:AsCoM_g_292,s:AsCoM_s_2006,"
FLASV8725.1344,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,AsCoM_s_1960,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,s:AsCoM_s_1960,"
FLASV8726.1368,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,AsCoM_g_7249,AsCoM_s_8726,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Diplorickettsiales,f:Diplorickettsiaceae,g:AsCoM_g_7249,s:AsCoM_s_8726,"
FLASV8727.1331,Bacteria,Patescibacteria,ABY1,Ca_Magasanikbacteria,AsCoM_f_7491,AsCoM_g_7491,AsCoM_s_8727,"d:Bacteria,p:Patescibacteria,c:ABY1,o:Ca_Magasanikbacteria,f:AsCoM_f_7491,g:AsCoM_g_7491,s:AsCoM_s_8727,"
FLASV8728.1375,Bacteria,Latescibacterota,AsCoM_c_180,AsCoM_o_180,AsCoM_f_180,AsCoM_g_4100,AsCoM_s_8728,"d:Bacteria,p:Latescibacterota,c:AsCoM_c_180,o:AsCoM_o_180,f:AsCoM_f_180,g:AsCoM_g_4100,s:AsCoM_s_8728,"
FLASV8729.1391,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,AsCoM_g_4184,AsCoM_s_8729,"d:Bacteria,p:Verrucomicrobiota,c:Verrucomicrobiae,o:Pedosphaerales,f:Pedosphaeraceae,g:AsCoM_g_4184,s:AsCoM_s_8729,"
FLASV8730.1341,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,AsCoM_g_173,AsCoM_s_818,"d:Bacteria,p:Acidobacteriota,c:Blastocatellia,o:Blastocatellales,f:Blastocatellaceae,g:AsCoM_g_173,s:AsCoM_s_818,"
FLASV8731.1349,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,AsCoM_s_1976,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Cytophagales,f:Hymenobacteraceae,g:Adhaeribacter,s:AsCoM_s_1976,"
FLASV8732.1356,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhizobacter,AsCoM_s_2315,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhizobacter,s:AsCoM_s_2315,"
FLASV8733.1348,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,AsCoM_s_644,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,s:AsCoM_s_644,"
FLASV8734.1328,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,AKYG587,AsCoM_s_2210,"d:Bacteria,p:Planctomycetota,c:Phycisphaerae,o:Phycisphaerales,f:Phycisphaeraceae,g:AKYG587,s:AsCoM_s_2210,"
FLASV8735.1297,Bacteria,Patescibacteria,Gracilibacteria,Ca_Peribacteria,AsCoM_f_6667,AsCoM_g_8735,AsCoM_s_8735,"d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:Ca_Peribacteria,f:AsCoM_f_6667,g:AsCoM_g_8735,s:AsCoM_s_8735,"
FLASV8736.1373,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,AsCoM_f_439,AsCoM_g_1235,AsCoM_s_8736,"d:Bacteria,p:Acidobacteriota,c:Vicinamibacteria,o:Vicinamibacterales,f:AsCoM_f_439,g:AsCoM_g_1235,s:AsCoM_s_8736,"
FLASV8737.1343,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,AsCoM_s_2543,"d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Pirellulales,f:Pirellulaceae,g:Pirellula,s:AsCoM_s_2543,"
FLASV8738.1358,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,AsCoM_g_3342,AsCoM_s_8738,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:AsCoM_g_3342,s:AsCoM_s_8738,"
FLASV8739.1329,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,AKYG587,AsCoM_s_8739,"d:Bacteria,p:Planctomycetota,c:Phycisphaerae,o:Phycisphaerales,f:Phycisphaeraceae,g:AKYG587,s:AsCoM_s_8739,"
FLASV8740.1404,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,AsCoM_g_3909,AsCoM_s_8740,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:A0839,g:AsCoM_g_3909,s:AsCoM_s_8740,"
FLASV8741.1324,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Litorilinea,AsCoM_s_8741,"d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Caldilineales,f:Caldilineaceae,g:Litorilinea,s:AsCoM_s_8741,"
FLASV8742.1303,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,AsCoM_s_2419,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Devosiaceae,g:Devosia,s:AsCoM_s_2419,"
FLASV8743.1333,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,AsCoM_g_8743,AsCoM_s_8743,"d:Bacteria,p:Abditibacteriota,c:Abditibacteria,o:Abditibacteriales,f:Abditibacteriaceae,g:AsCoM_g_8743,s:AsCoM_s_8743,"
FLASV8744.1373,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,AsCoM_f_439,AsCoM_g_467,AsCoM_s_3629,"d:Bacteria,p:Acidobacteriota,c:Vicinamibacteria,o:Vicinamibacterales,f:AsCoM_f_439,g:AsCoM_g_467,s:AsCoM_s_3629,"
FLASV8745.1359,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Aurantisolimonas,AsCoM_s_8745,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Aurantisolimonas,s:AsCoM_s_8745,"
FLASV8746.1377,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,AsCoM_s_8746,"d:Bacteria,p:Verrucomicrobiota,c:Verrucomicrobiae,o:Opitutales,f:Opitutaceae,g:Opitutus,s:AsCoM_s_8746,"
FLASV8747.1363,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,AsCoM_s_1463,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Nitrosomonadaceae,g:Ellin6067,s:AsCoM_s_1463,"
FLASV8748.1375,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Byssovorax,Byssovorax_cruenta,"d:Bacteria,p:Myxococcota,c:Polyangia,o:Polyangiales,f:Polyangiaceae,g:Byssovorax,s:Byssovorax_cruenta,"
FLASV8749.1309,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AsCoM_f_2604,AsCoM_g_2604,AsCoM_s_8749,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:AsCoM_f_2604,g:AsCoM_g_2604,s:AsCoM_s_8749,"
FLASV8750.1349,Bacteria,Actinobacteriota,MB-A2-108,AsCoM_o_615,AsCoM_f_981,AsCoM_g_981,AsCoM_s_981,"d:Bacteria,p:Actinobacteriota,c:MB-A2-108,o:AsCoM_o_615,f:AsCoM_f_981,g:AsCoM_g_981,s:AsCoM_s_981,"
FLASV8751.1304,Bacteria,Patescibacteria,Parcubacteria,AsCoM_o_1688,AsCoM_f_3011,AsCoM_g_8751,AsCoM_s_8751,"d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:AsCoM_o_1688,f:AsCoM_f_3011,g:AsCoM_g_8751,s:AsCoM_s_8751,"
FLASV8752.1356,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Aurantisolimonas,AsCoM_s_5029,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Aurantisolimonas,s:AsCoM_s_5029,"
FLASV8753.1361,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,AsCoM_f_8753,AsCoM_g_8753,AsCoM_s_8753,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Cytophagales,f:AsCoM_f_8753,g:AsCoM_g_8753,s:AsCoM_s_8753,"
FLASV8754.1335,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Tepidisphaera,AsCoM_s_8754,"d:Bacteria,p:Planctomycetota,c:Phycisphaerae,o:Tepidisphaerales,f:Tepidisphaeraceae,g:Tepidisphaera,s:AsCoM_s_8754,"
FLASV8755.1335,Bacteria,Cyanobacteria,Vampirivibrionia,Vampirovibrionales,AsCoM_f_1701,AsCoM_g_8755,AsCoM_s_8755,"d:Bacteria,p:Cyanobacteria,c:Vampirivibrionia,o:Vampirovibrionales,f:AsCoM_f_1701,g:AsCoM_g_8755,s:AsCoM_s_8755,"
FLASV8756.1358,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,AsCoM_s_8756,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Diplorickettsiales,f:Diplorickettsiaceae,g:Aquicella,s:AsCoM_s_8756,"
